name,poi_class,display_category,lon,lat,ring_mi
,,Christian Place Of Worship,-81.62134999,30.199227060000002,3
,,Specialty School,-81.62138268,30.1991282,3
,,Arts Crafts And Hobby Store,-81.62138308,30.199116789999994,3
,,Restaurant,-81.62130892,30.19920994,3
,,Uncategorized,-81.621291,30.199590999999998,3
,,Travel Service,-81.62146855,30.19915562,3
,,Sport Or Fitness Facility,-81.62148258819948,30.19912082859878,3
,,Sport Or Fitness Facility,-81.6215001660329,30.199059396119992,3
,,Medical Service,-81.6215901,30.19918960000001,3
,,Financial Service,-81.6215901,30.19918960000001,3
,,Automotive Service,-81.62185,30.199460000000006,3
,,Outpatient Care Facility,-81.62191524111427,30.198676685663163,3
,,Christian Place Of Worship,-81.62183863,30.198580229999997,3
,,Uncategorized,-81.6218197,30.198609500000007,3
,,Financial Service,-81.62169512,30.198631999999996,3
,,Sport Or Fitness Facility,-81.62152488,30.198885600000004,3
,,Sport Or Fitness Facility,-81.62153207,30.198875609999998,3
,,Restaurant,-81.62153532165277,30.19893653108955,3
,,Uncategorized,-81.62148,30.19879999999999,3
,,Uncategorized,-81.621498,30.198792999999995,3
,,Wellness Service,-81.62160515785217,30.19841331705989,3
,,Automotive Service,-81.62163,30.197870000000005,3
,,Automotive Service,-81.62148052,30.19773099,3
,,Second Hand Store,-81.62198,30.19762,3
,,Automotive Service,-81.62218864893738,30.19729394565304,3
,,Automotive Service,-81.62225201,30.197249899999985,3
,,Historic Site,-81.62234785,30.199240500000005,3
,,Technical Service,-81.623353,30.199204999999996,3
,,Storage Facility,-81.6230712,30.197211300000006,3
,,Storage Facility,-81.623071,30.197211300000006,3
,,Musical Instrument And Pro Audio Store,-81.6230725,30.198007500000003,3
,,Auto Dealer,-81.6230212,30.1980062,3
,,Storage Facility,-81.62292272021416,30.197487191861693,3
,,Storage Facility,-81.6228378,30.1973948,3
,,Storage Facility,-81.62274423000001,30.197305630000006,3
,,Sporting Goods Store,-81.62269838,30.196540069999994,3
,,Restaurant,-81.62270016,30.196590989999997,3
,,Food And Beverage Store,-81.62272188673914,30.19671181301757,3
,,Automotive Service,-81.62298711,30.19620918,3
,,Professional Service,-81.62315306,30.19593387,3
,,Automotive Service,-81.622864,30.196338000000008,3
,,Bank Or Credit Union,-81.6227867,30.1957135,3
,,Specialized Health Care,-81.6227867,30.1957135,3
,,Fast Food Restaurant,-81.6226477,30.194936539999993,3
,,Personal Or Beauty Service,-81.6227829,30.19460553,3
,,Shopping,-81.6229513,30.19517769999999,3
,,Dental Clinic,-81.62340632,30.1954973,3
,,Financial Service,-81.62333340000002,30.194998800000004,3
,,Smoothie Juice Bar,-81.6232604,30.194771800000005,3
,,Second Hand Store,-81.62365334,30.19538776999999,3
,,Bank Or Credit Union,-81.6232452392578,30.195945739746094,3
,,Personal Or Beauty Service,-81.62395985,30.195404949999997,3
,,Wellness Service,-81.62395032,30.195404739999994,3
,,Personal Or Beauty Service,-81.623954,30.195393999999997,3
,,Food Truck Stand,-81.6239543834063,30.195394432770186,3
,,Personal Or Beauty Service,-81.62401982029968,30.195379320326495,3
,,Uncategorized,-81.624001,30.195387,3
,,Restaurant,-81.62405135972135,30.19539091347145,3
,,Personal Or Beauty Service,-81.62408,30.19532,3
,,Personal Or Beauty Service,-81.62408,30.19532,3
,,Personal Or Beauty Service,-81.62408,30.19532,3
,,Technical Service,-81.62394700000002,30.195284,3
,,Hardware Home And Garden Store,-81.624242,30.19490100000001,3
,,Hardware Home And Garden Store,-81.624196,30.194866999999995,3
,,Condominium,-81.62450355884758,30.19945601653431,3
,,Technical Service,-81.626083,30.199052999999992,3
,,Christian Place Of Worship,-81.62599644000001,30.19471619999999,3
,,Casual Eatery,-81.6249771118164,30.193918228149393,3
,,Restaurant,-81.624993,30.19390200000001,3
,,Restaurant,-81.62504511,30.1938294,3
,,Personal Or Beauty Service,-81.625217,30.192801,3
,,Uncategorized,-81.6253556,30.192371400000003,3
,,Attorney Or Law Firm,-81.62540441,30.192873520000003,3
,,Hardware Home And Garden Store,-81.62539385,30.19262489999999,3
,,Hardware Home And Garden Store,-81.625663,30.192628999999993,3
,,Hardware Home And Garden Store,-81.625663,30.192628999999993,3
,,Financial Service,-81.6256459,30.19270351000001,3
,,Real Estate Service,-81.625622,30.192733999999994,3
,,Wellness Service,-81.62566649,30.192480490000005,3
,,Real Estate Service,-81.6256547,30.192382479999996,3
,,Home Service,-81.62562533,30.192342259999993,3
,,Sport Or Fitness Facility,-81.62574356,30.19226484,3
,,Fashion And Apparel Store,-81.62577804936483,30.19245505249319,3
,,Hardware Home And Garden Store,-81.62571048,30.19238157000001,3
,,Sport Or Fitness Facility,-81.62570667,30.19240281,3
,,Financial Service,-81.6257827,30.1925672,3
,,Real Estate Service,-81.62582,30.192479999999996,3
,,Real Estate Service,-81.62582,30.192479999999996,3
,,Real Estate Service,-81.62582,30.192479999999996,3
,,Real Estate Service,-81.62582,30.192479999999996,3
,,Real Estate Service,-81.62582,30.192479999999996,3
,,Real Estate Service,-81.6258432,30.192481420000007,3
,,Sport Or Fitness Facility,-81.62584324,30.192484589999992,3
,,Real Estate Service,-81.6258445,30.19248799,3
,,Real Estate Service,-81.62584412,30.192482119999998,3
,,Gym,-81.62587043185376,30.192542092700606,3
,,Sport Or Fitness Facility,-81.62584122,30.192489789999993,3
,,Real Estate Service,-81.62584724,30.19248035,3
,,Sport Or Fitness Facility,-81.62584228,30.19248315000001,3
,,Real Estate Service,-81.62584138,30.192483409999994,3
,,Real Estate Service,-81.62584186,30.192482659999996,3
,,Sport Or Fitness Facility,-81.6258411,30.192487870000008,3
,,Real Estate Service,-81.62584666,30.19248845,3
,,Real Estate Service,-81.62584639,30.192480180000008,3
,,Real Estate Service,-81.62589,30.192521,3
,,Real Estate Service,-81.625881,30.192509999999995,3
,,Specialty School,-81.625927,30.192485,3
,,Specialized Health Care,-81.6260383,30.192084999999985,3
,,Specialized Medical Facility,-81.6260383,30.192084999999985,3
,,Specialized Health Care,-81.62609095,30.192110119999995,3
,,Jewish Place Of Worship,-81.62579062,30.19428561000001,3
,,Complementary And Alternative Medicine,-81.62619261,30.19179709000001,3
,,Doctor,-81.6262982,30.191736099999996,3
,,Bank Or Credit Union,-81.62640696,30.1914214,3
,,Bank Or Credit Union,-81.62721294,30.19098981,3
,,Complementary And Alternative Medicine,-81.62720651,30.19101871000001,3
,,Personal Or Beauty Service,-81.62728000000001,30.191000000000003,3
,,Personal Care And Beauty Store,-81.62728222,30.190919150000003,3
,,Animal Or Pet Service,-81.626744,30.190570000000008,3
,,Uncategorized,-81.6267581,30.190532499999993,3
,,Travel Service,-81.6267581,30.190532499999993,3
,,Uncategorized,-81.6267581,30.190532499999993,3
,,Fashion And Apparel Store,-81.62647592,30.189819879999998,3
,,Primary Care Or General Clinic,-81.625656239832,30.190546953721,3
,,Specialized Health Care,-81.6256423,30.1905488,3
,,Uncategorized,-81.62587906417275,30.19058928414721,3
,,Specialty Store,-81.62608277,30.190461389999992,3
,,Library,-81.62503922562948,30.19181606408227,3
,,Pediatric Clinic,-81.625082,30.191860000000005,3
,,Pediatric Clinic,-81.624985,30.191800999999995,3
,,Sport Or Fitness Facility,-81.6248077120995,30.191078829057492,3
,,Sport Or Fitness Facility,-81.62480476,30.191061459999993,3
,,Automotive Service,-81.62487581,30.192398360000002,3
,,Automotive Service,-81.624713,30.192293,3
,,Restaurant,-81.62478643143194,30.194227271890227,3
,,Restaurant,-81.62475,30.194250000000004,3
,,Fast Food Restaurant,-81.624756,30.194256000000003,3
,,Real Estate Service,-81.624397,30.194489000000008,3
,,Financial Service,-81.624358,30.193259999999995,3
,,Atm,-81.6242384,30.1935123,3
,,Financial Service,-81.6242384,30.1935123,3
,,Restaurant,-81.62433669,30.194522139999993,3
,,Electronics Store,-81.62412300000001,30.193999,3
,,Fast Food Restaurant,-81.623955,30.194175999999985,3
,,Supplier Or Distributor,-81.6238895,30.19329640000001,3
,,Gas Station,-81.62386,30.19323000000001,3
,,Fast Food Restaurant,-81.62429567,30.192669029999994,3
,,Financial Service,-81.6240984821,30.192595980699995,3
,,Atm,-81.62379455566406,30.193262100219734,3
,,Bank Or Credit Union,-81.6238,30.193299999999994,3
,,Uncategorized,-81.62356692240606,30.193653817100117,3
,,Food And Beverage Store,-81.6237534,30.194135999999993,3
,,Fast Food Restaurant,-81.6237534,30.194135999999993,3
,,Restaurant,-81.62335463555222,30.193944185232134,3
,,Casual Eatery,-81.62328033000001,30.193573899999997,3
,,Personal Or Beauty Service,-81.62328005,30.193575739999996,3
,,Personal Or Beauty Service,-81.62328736,30.193579879999994,3
,,Health Care,-81.623288,30.19357600000001,3
,,Doctor,-81.623288,30.19357600000001,3
,,Tutoring Service,-81.62342664,30.193731390000004,3
,,Government Office,-81.62305965988408,30.19382243407263,3
,,Restaurant,-81.62310365,30.19384049,3
,,Restaurant,-81.62310751871308,30.193868756045774,3
,,Restaurant,-81.62314,30.193810999999997,3
,,Doctor,-81.62316,30.19381,3
,,Restaurant,-81.62319468,30.193815230000006,3
,,Personal Or Beauty Service,-81.62313687,30.194080089999996,3
,,Personal Or Beauty Service,-81.62314486,30.19409578,3
,,Sporting Goods Store,-81.6230927,30.194461599999993,3
,,Restaurant,-81.6230927,30.194461599999993,3
,,Restaurant,-81.6230697631836,30.194509506225597,3
,,Restaurant,-81.62292554,30.19431918999999,3
,,Casual Eatery,-81.62297402,30.194131379999998,3
,,Event Or Party Service,-81.6230739,30.194203929999997,3
,,Food And Beverage Store,-81.6228771,30.194067599999993,3
,,Food And Beverage Store,-81.622917,30.194090999999993,3
,,Restaurant,-81.62286022,30.194339190000008,3
,,Smoothie Juice Bar,-81.62285117000002,30.194496859999997,3
,,Restaurant,-81.6227530234681,30.19446700316899,3
,,Family Service,-81.622676,30.194457999999997,3
,,Place Of Learning,-81.623298824939,30.191080469046,3
,,Youth Organization,-81.62331064257,30.191091384412005,3
,,Jewish Place Of Worship,-81.62326897,30.19109944000001,3
,,Place Of Learning,-81.62335722,30.190964190000006,3
,,Home Service,-81.62476199499928,30.185354550000216,3
,,B2B Transportation And Storage Service,-81.62491887,30.188121100000004,3
,,Financial Service,-81.62568091,30.186921140000003,3
,,Walk In Clinic,-81.6256851,30.186925499999997,3
,,Specialized Health Care,-81.6256851,30.186925499999997,3
,,Health Care,-81.6256851,30.186925499999997,3
,,Financial Service,-81.62568647,30.186924939999997,3
,,Specialty Store,-81.62568757,30.186924119999997,3
,,Rental Service,-81.6258998,30.186937000000004,3
,,Arcade,-81.62611,30.186919999999997,3
,,Sport Or Recreation Club,-81.6261,30.187038000000005,3
,,Music Venue,-81.625889,30.18924500000001,3
,,Community Center,-81.62589133245491,30.189224047318522,3
,,Financial Service,-81.626532,30.188183999999993,3
,,Financial Service,-81.626564,30.188193000000005,3
,,Real Estate Service,-81.62659228,30.188218739999996,3
,,Real Estate Service,-81.6265971,30.18821239,3
,,Family Service,-81.6272,30.189199,3
,,Bank Or Credit Union,-81.62688168200002,30.1887460049999,3
,,Bank Or Credit Union,-81.62680326,30.18867725999999,3
,,Fast Food Restaurant,-81.62707595,30.1880099,3
,,Animal And Pet Store,-81.62704844,30.18739991,3
,,Specialized Health Care,-81.6272884,30.186919,3
,,Uncategorized,-81.6272884,30.186919,3
,,Uncategorized,-81.6272884,30.186919,3
,,Specialty School,-81.62615182,30.187353840000004,3
,,Sport Or Fitness Facility,-81.62615218,30.187358810000006,3
,,Food And Beverage Store,-81.62615562000002,30.187359960000002,3
,,Medical Service,-81.62619851,30.18731895,3
,,Emergency Or Urgent Care Facility,-81.6261785604,30.187303238999984,3
,,Restaurant,-81.62614774,30.186650249999996,3
,,Dental Clinic,-81.62623486,30.18664439000001,3
,,Doctor,-81.62632,30.186870000000003,3
,,B2B Service,-81.6263752,30.186639299999996,3
,,Food And Beverage Store,-81.62633924,30.18658122,3
,,Restaurant,-81.62649139,30.18608895,3
,,Personal Or Beauty Service,-81.62664246,30.186145519999997,3
,,Personal Or Beauty Service,-81.62656174,30.18668593,3
,,Personal Or Beauty Service,-81.62646765307372,30.186609021222583,3
,,Food And Beverage Store,-81.626639,30.18664,3
,,Restaurant,-81.62678795,30.186693740000003,3
,,Uncategorized,-81.62687269311523,30.18662256622424,3
,,Restaurant,-81.62709955374005,30.186749912534793,3
,,Emergency Department,-81.62721284789012,30.18678111425888,3
,,Outpatient Care Facility,-81.62723980542164,30.186868773883983,3
,,Home Service,-81.62723726,30.186736349999997,3
,,Hardware Home And Garden Store,-81.62682932,30.18602561,3
,,Uncategorized,-81.62713449721218,30.18440280355628,3
,,Personal Or Beauty Service,-81.6265,30.18441,3
,,Complementary And Alternative Medicine,-81.6266023032552,30.18477444862919,3
,,Fashion And Apparel Store,-81.626474,30.185012,3
,,Bar,-81.6264557,30.185094600000003,3
,,Rental Service,-81.626336,30.18515699999999,3
,,Government Office,-81.625734366667,30.184590599999993,3
,,Personal Or Beauty Service,-81.6255757,30.18449019999999,3
,,Personal Or Beauty Service,-81.62562037,30.184826809999993,3
,,Home Service,-81.62566,30.185040000000004,3
,,Coffee Shop,-81.62583764341744,30.185607030298122,3
,,Storage Facility,-81.625855,30.18554600000001,3
,,Wellness Service,-81.62592065003825,30.185530473996895,3
,,Gym,-81.62592065003825,30.185530473996895,3
,,Shopping Mall,-81.6259312,30.18523546999999,3
,,Food And Beverage Store,-81.62600293,30.185006549999997,3
,,Specialty School,-81.62585479,30.185785439999993,3
,,Second Hand Store,-81.62590285000002,30.18589564,3
,,Dental Clinic,-81.62605883,30.186026710000004,3
,,Sport Or Recreation Club,-81.62608776323367,30.186868924776693,3
,,Fashion And Apparel Store,-81.62606941498615,30.18676730700593,3
,,Sport Or Recreation Club,-81.625912,30.186785999999994,3
,,Casual Eatery,-81.62586803,30.186712690000004,3
,,Restaurant,-81.62581663,30.18660389,3
,,Outpatient Care Facility,-81.62578303622482,30.186652441534275,3
,,Christian Place Of Worship,-81.62579749,30.186873069999994,3
,,Music Venue,-81.6258055531568,30.186770316069087,3
,,Wellness Service,-81.62580671,30.18603352,3
,,Electronics Store,-81.6255936,30.1859392,3
,,Coffee Shop,-81.6255936,30.1859392,3
,,Storage Facility,-81.62517719,30.185212480000004,3
,,Resort,-81.626223,30.183329,3
,,Park,-81.62668000000001,30.183704999999986,3
,,Restaurant,-81.62680829879496,30.184349950111045,3
,,Uncategorized,-81.62708997252616,30.184333499389414,3
,,Shopping Mall,-81.6271556411392,30.1842993632883,3
,,Specialty School,-81.62714496000001,30.182499260000004,3
,,Hotel,-81.62709998,30.182607240000003,3
,,Bar,-81.627043217631,30.18220172393801,3
,,Social Or Community Service,-81.62706864074073,30.18220432592591,3
,,Comedy Club,-81.62720471012892,30.182363061004494,3
,,Hotel,-81.62722136,30.182369839999996,3
,,Books Music And Video Store,-81.62723,30.182329999999993,3
,,Comedy Club,-81.62689982809974,30.18200428848457,3
,,Hotel,-81.6267955323153,30.182340724476074,3
,,Restaurant,-81.62678662940333,30.182289339005653,3
,,Atm,-81.62673950195312,30.182241439819347,3
,,Resort,-81.6267776489258,30.182115554809602,3
,,Christian Place Of Worship,-81.62685142,30.18200995999999,3
,,Restaurant,-81.626798,30.181877000000004,3
,,Storage Facility,-81.62721222,30.179540519999996,3
,,Supplier Or Distributor,-81.6247104,30.1842161,3
,,Food And Beverage Store,-81.62470241,30.184222200000004,3
,,Personal Or Beauty Service,-81.6246997,30.184121969999996,3
,,Bar,-81.62465864,30.184119959999993,3
,,Historic Site,-81.62361466,30.18131999000001,3
,,Home Service,-81.62245799,30.1889318,3
,,Social Or Community Service,-81.62222535262556,30.18862186221035,3
,,Hardware Home And Garden Store,-81.62202979,30.18823562,3
,,Home Service,-81.62138346,30.18873307999999,3
,,Senior Living Facility,-81.62009958,30.18251493999999,3
,,Cultural Center,-81.61885864,30.176926560000002,3
,,Sport Or Recreation Club,-81.61881266,30.176527999999998,3
,,Park,-81.61883264,30.176669300000004,3
,,Civic Organization,-81.62018779,30.17038777,5
,,Home Service,-81.6198371482663,30.170698718018933,5
,,Professional Service,-81.62099904479949,30.16962686460832,5
,,Department Store,-81.6214981079102,30.175899505615206,3
,,Lake,-81.62118085,30.17580295000001,3
,,Design Service,-81.62303818,30.176445459999993,3
,,Media Service,-81.6231778,30.176265429999997,3
,,Real Estate Service,-81.62357974,30.17490231,3
,,Uncategorized,-81.623783111572,30.175702161170992,3
,,Real Estate Service,-81.62323,30.17578,3
,,Storage Facility,-81.62409,30.175189999999986,3
,,Financial Service,-81.62509168,30.177118509999993,3
,,Travel Service,-81.6250971,30.1771149,3
,,Travel Service,-81.6250971,30.1771149,3
,,Personal Or Beauty Service,-81.625097,30.177115000000004,3
,,Casual Eatery,-81.62509571,30.177114719999988,3
,,Home Service,-81.6250971,30.1771149,3
,,Animal Or Pet Service,-81.6250971,30.1771149,3
,,Uncategorized,-81.625097,30.177114,3
,,Atm,-81.6250991821289,30.177114486694336,3
,,Electronics Store,-81.6251,30.177109999999992,3
,,Animal And Pet Store,-81.62523249201331,30.177254949863432,3
,,Bank Or Credit Union,-81.625307,30.177293000000002,3
,,Superstore,-81.62530569000002,30.177295939999993,3
,,Animal And Pet Store,-81.625304,30.177096999999996,3
,,Supplier Or Distributor,-81.6252858,30.177127500000008,3
,,Books Music And Video Store,-81.62532860000002,30.177372100000007,3
,,Personal Or Beauty Service,-81.62573934997543,30.17698129529928,3
,,Dental Clinic,-81.62573934997543,30.17698129529928,3
,,Financial Service,-81.6258766,30.177223799999993,3
,,Fashion And Apparel Store,-81.6258766,30.177223799999993,3
,,Uncategorized,-81.6258766,30.177223799999993,3
,,Home Service,-81.6258766,30.177223799999993,3
,,Specialized Health Care,-81.6258766,30.177223799999993,3
,,Shopping Mall,-81.6258766,30.177223799999993,3
,,Dental Clinic,-81.6258766,30.177223799999993,3
,,Home Service,-81.6258766,30.177223799999993,3
,,Pharmacy And Drug Store,-81.62612,30.177015000000004,3
,,Electronics Store,-81.62612,30.177015000000004,3
,,Non Alcoholic Beverage Venue,-81.62612,30.177015000000004,3
,,Electronics Store,-81.62612,30.177015000000004,3
,,Personal Or Beauty Service,-81.625564,30.178038999999995,3
,,Diagnostics Imaging Or Lab Service,-81.62693470716475,30.17875067430352,3
,,Specialized Health Care,-81.62718834,30.178737789999992,3
,,Specialized Health Care,-81.627156,30.178646,3
,,Personal Care And Beauty Store,-81.62622064461026,30.17593636361307,3
,,Food And Beverage Store,-81.6261454,30.175908200000006,3
,,Technical Service,-81.626415,30.175895999999995,3
,,Electronics Store,-81.6264123,30.175912500000006,3
,,Specialty Store,-81.62637534,30.17599967,3
,,Vision Or Eye Care Clinic,-81.62653474,30.17590687,3
,,Restaurant,-81.62726,30.176667000000002,3
,,Musical Instrument And Pro Audio Store,-81.62714867,30.17597346000001,3
,,Dental Clinic,-81.62721199,30.175562439999997,3
,,Department Store,-81.6267319,30.175811250000002,3
,,Personal Care And Beauty Store,-81.62561871000001,30.17444749999999,5
,,Restaurant,-81.62566874,30.174386080000005,5
,,Hardware Home And Garden Store,-81.62555947,30.174631840000004,5
,,Restaurant,-81.62603299,30.175871219999994,3
,,Food And Beverage Store,-81.62609263,30.17604992,3
,,Personal Or Beauty Service,-81.62578283,30.17612517999999,3
,,Books Music And Video Store,-81.62571038,30.17616001,3
,,Coffee Shop,-81.62582770000002,30.176685300000003,3
,,Non Alcoholic Beverage Venue,-81.62557908598573,30.176256788718046,3
,,Casual Eatery,-81.62566208537588,30.176180226088185,3
,,Complementary And Alternative Medicine,-81.62556881,30.17624235,3
,,Uncategorized,-81.62556179566036,30.176142960161233,3
,,Casual Eatery,-81.62577112,30.176028710000004,3
,,Hardware Home And Garden Store,-81.625373,30.17462169999999,5
,,Hardware Home And Garden Store,-81.625373,30.17462169999999,5
,,Gym,-81.6255174,30.174313229999985,5
,,Restaurant,-81.62541,30.174379999999985,5
,,Fashion And Apparel Store,-81.625304953373,30.173928318779403,5
,,Hardware Home And Garden Store,-81.6253128051758,30.174003601074208,5
,,Department Store,-81.62542435,30.173945349999993,5
,,Fashion And Apparel Store,-81.625546,30.173692999999997,5
,,Fashion And Apparel Store,-81.62552751,30.173377610000003,5
,,Arts Crafts And Hobby Store,-81.62545963,30.173107639999994,5
,,Casual Eatery,-81.6253200663227,30.173103461138826,5
,,Campus Building,-81.6253200663227,30.173103461138826,5
,,Restaurant,-81.6253200663227,30.173103461138826,5
,,Casual Eatery,-81.62539627,30.17261534,5
,,Books Music And Video Store,-81.6255646,30.17275813,5
,,Casual Eatery,-81.62557686,30.172693090000003,5
,,Fashion And Apparel Store,-81.62573215,30.17255059,5
,,Discount Store,-81.62581555,30.172360209999997,5
,,Wellness Service,-81.62557081349189,30.172357013972572,5
,,Hardware Home And Garden Store,-81.62588326,30.172132390000012,5
,,Christian Place Of Worship,-81.62599,30.171950000000006,5
,,Personal Or Beauty Service,-81.62599,30.171950000000006,5
,,Professional Service,-81.62599,30.171950000000006,5
,,Personal Or Beauty Service,-81.62609366,30.17222345,5
,,Shopping Mall,-81.6260725,30.173199900000004,5
,,Wellness Service,-81.62580473,30.17296564999999,5
,,Uncategorized,-81.6258432,30.1731947,5
,,Outpatient Care Facility,-81.6258432,30.1731947,5
,,Uncategorized,-81.6258432,30.1731947,5
,,Hardware Home And Garden Store,-81.6258432,30.1731947,5
,,Home Service,-81.6258432,30.1731947,5
,,Fashion And Apparel Store,-81.6258432,30.1731947,5
,,Uncategorized,-81.6258432,30.1731947,5
,,Hardware Home And Garden Store,-81.625637,30.17318,5
,,Professional Service,-81.62563920021057,30.17323592097668,5
,,Home Service,-81.6256297,30.173246799999994,5
,,Specialty Store,-81.6256204,30.173242100000007,5
,,Gym,-81.62562,30.173240000000007,5
,,Personal Or Beauty Service,-81.62562221,30.17324178999999,5
,,Personal Or Beauty Service,-81.62562271,30.173242180000006,5
,,Personal Care And Beauty Store,-81.6256232,30.173241519999994,5
,,Arts Crafts And Hobby Store,-81.62562255,30.17324352000001,5
,,Food And Beverage Store,-81.62562528,30.17324629999999,5
,,Personal Or Beauty Service,-81.62562447,30.173249389999995,5
,,Financial Service,-81.62562467,30.173248460000003,5
,,Personal Or Beauty Service,-81.62570581,30.17326237,5
,,Fashion And Apparel Store,-81.6257301,30.173230060000012,5
,,Department Store,-81.626106,30.173569000000004,5
,,Personal Care And Beauty Store,-81.626106,30.173569000000004,5
,,Restaurant,-81.626106,30.173569000000004,5
,,Arts Crafts And Hobby Store,-81.626106,30.173569000000004,5
,,Shopping,-81.626259,30.173229,5
,,Shipping Or Delivery Service,-81.626258,30.173229000000006,5
,,Home Service,-81.62624911,30.173215480000003,5
,,Personal Or Beauty Service,-81.62625,30.173189999999998,5
,,B2B Service,-81.62625,30.173189999999998,5
,,Shipping Or Delivery Service,-81.626251,30.173189,5
,,Personal Or Beauty Service,-81.62693,30.173629999999996,5
,,Personal Or Beauty Service,-81.6269283,30.1736292,5
,,Financial Service,-81.62692800000002,30.173629,5
,,Fashion And Apparel Store,-81.62674270000001,30.173508099999996,5
,,Wellness Service,-81.62673950000001,30.173507689999997,5
,,Christian Place Of Worship,-81.62704389568833,30.17228945148617,5
,,Personal Or Beauty Service,-81.62704389568833,30.17228945148617,5
,,Personal Or Beauty Service,-81.62704389568833,30.17228945148617,5
,,Personal Or Beauty Service,-81.62704828,30.172163410000007,5
,,Personal Or Beauty Service,-81.62714237,30.172098729999995,5
,,Wellness Service,-81.62713450000001,30.172145420000003,5
,,Personal Or Beauty Service,-81.62710115,30.172129199999997,5
,,Fitness Studio,-81.62712328000002,30.172201959999995,5
,,Personal Or Beauty Service,-81.62716728,30.17212388,5
,,Food Truck Stand,-81.6272,30.17196000000001,5
,,Second Hand Store,-81.6272,30.17196000000001,5
,,Health Care,-81.62717181,30.1720388,5
,,Personal Or Beauty Service,-81.62697381,30.172192419999984,5
,,Financial Service,-81.62690098,30.17215678,5
,,Personal Or Beauty Service,-81.6268491,30.172026719999995,5
,,Personal Or Beauty Service,-81.62684132,30.172001849999994,5
,,Personal Or Beauty Service,-81.62684204,30.172080970000007,5
,,Animal And Pet Store,-81.62673720396205,30.171909495880616,5
,,Storage Facility,-81.6264856,30.172079700000005,5
,,Sporting Goods Store,-81.6267013549805,30.171949386596705,5
,,Animal And Pet Store,-81.62668966000001,30.172040440000007,5
,,Office Supply Store,-81.62637097,30.17190025,5
,,B2B Service,-81.6273018,30.169377450000006,5
,,Financial Service,-81.62672369,30.169274270000003,5
,,Home Service,-81.62672603,30.169270219999994,5
,,Home Service,-81.62519488387024,30.1705503547081,5
,,Historic Site,-81.62385029,30.165742350000002,5
,,Home Service,-81.6249313,30.1659107,5
,,Historic Site,-81.62606513,30.168923609999997,5
,,B2B Service,-81.626262,30.168721999999992,5
,,Apartment,-81.6262615,30.168730300000004,5
,,Real Estate Service,-81.62678807582758,30.166448071419623,5
,,Uncategorized,-81.62371113000002,30.161382140000004,5
,,Place Of Learning,-81.6216159,30.16042353,5
,,Preschool,-81.62160689,30.160106400000004,5
,,Religious Organization,-81.62162812,30.160101279999992,5
,,Home Service,-81.62259944,30.166163459999996,5
,,Home Service,-81.61809838397397,30.16260096268349,5
,,Supplier Or Distributor,-81.6185027,30.15972620000001,5
,,Convenience Store,-81.61851219,30.15959468,5
,,Professional Service,-81.61776374,30.16275447,5
,,Uncategorized,-81.6156539916992,30.1634044647217,5
,,Home Service,-81.61469703,30.160432310000004,5
,,Lake,-81.61556568648713,30.16401172414418,5
,,Event Or Party Service,-81.616238,30.16619499999999,5
,,Lake,-81.61789315,30.171293039999995,5
,,Food Service,-81.61681,30.178719999999988,3
,,Sport Or Recreation Club,-81.61564082,30.17693520999999,3
,,Civic Organization,-81.61552441208428,30.175310065133228,3
,,Social Or Community Service,-81.615503225944,30.176878303215993,3
,,Christian Place Of Worship,-81.61557433,30.177007689999986,3
,,Religious Organization,-81.615551,30.17714000000001,3
,,B2B Industrial And Machine Service,-81.61153,30.17296,5
,,Uncategorized,-81.61234859999999,30.174946599999988,3
,,Home Service,-81.61078618,30.17802722,3
,,Home Service,-81.60949827,30.177021289999992,3
,,Elementary School,-81.60918857,30.17625119,3
,,Shopping,-81.6100713,30.173235600000005,5
,,Uncategorized,-81.609932,30.16724200000001,5
,,Hardware Home And Garden Store,-81.61105346679688,30.165037155151364,5
,,Hardware Home And Garden Store,-81.61269,30.16365,5
,,Restaurant,-81.61232785,30.159015439999994,5
,,Historic Site,-81.61209292,30.160429269999995,5
,,Professional Service,-81.61114229568982,30.16094690996822,5
,,Home Service,-81.6110323,30.16062980000001,5
,,Uncategorized,-81.61006553908399,30.16108108927319,5
,,Tutoring Service,-81.6106,30.163710000000002,5
,,Design Service,-81.61097,30.157557000000004,5
,,Uncategorized,-81.612434,30.151949507203003,5
,,Sport Or Fitness Facility,-81.6149729,30.1470072,5
,,Legal Service,-81.6149729,30.1470072,5
,,Personal Or Beauty Service,-81.6149729,30.1470072,5
,,Home Service,-81.6149729,30.1470072,5
,,Home Service,-81.6149729,30.1470072,5
,,Legal Service,-81.61608216036682,30.150509880020078,5
,,Home Service,-81.61497354394531,30.15253053211289,5
,,Real Estate Service,-81.61540127,30.15698834,5
,,Home Service,-81.6187909,30.1563332,5
,,Legal Service,-81.61827475023242,30.156084679680593,5
,,Preschool,-81.61967469,30.152941060000003,5
,,Education,-81.6198728168834,30.15284617496643,5
,,Home Service,-81.6204563,30.15579895,5
,,Home Service,-81.62146437,30.156238700000003,5
,,Private Lodging,-81.6238657,30.154864000000003,5
,,Home Service,-81.625898,30.154207000000003,5
,,Professional Service,-81.62610325185368,30.149855503683916,5
,,Taxi Or Ride Share Service,-81.623979,30.14874,5
,,Uncategorized,-81.62395,30.14877999999999,5
,,Home Service,-81.62448852669263,30.150802922599492,5
